Track_duration(s);Popularity;Danceability;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Explicit;Energy
245.2;29;0.778;9;5.505;1;0.0418;0.255;0;0.203;0.744;105.052;4;0;0.646
240.2;10;0.441;9;11.124;1;0.0337;0.2;0.0102;0.0595;0.463;94.021;4;0;0.397
127.017;0;0.499;5;14.889;1;0.0361;0.779;0.00000139;0.711;0.654;147.597;4;0;0.378
213.906;0;0.516;7;5.388;1;0.0339;0.0906;0.0000427;0.27;0.496;106.939;4;0;0.792
203.641;70;0.466;4;4.838;0;0.0795;0.417;0.00000976;0.107;0.43;92.161;4;0;0.747
229.4;76;0.407;2;8.822;1;0.0355;0.857;0.00000289;0.0913;0.0765;141.284;3;0;0.147
272.346;0;0.527;4;5.819;1;0.0237;0.422;0.000203;0.281;0.331;158.478;4;0;0.61
124.506;0;0.678;4;7.437;1;0.0332;0.514;0.886;0.096;0.965;120.568;4;0;0.777
202.533;84;0.421;10;4.343;1;0.0564;0.0654;0;0.123;0.629;84.786;4;0;0.873
199.546;0;0.278;8;11.248;1;0.029;0.952;0.00000882;0.293;0.24;86.667;3;0;0.198
234.2;20;0.471;7;5.698;1;0.03;0.00211;0.000514;0.319;0.589;93.285;4;0;0.858
230.04;65;0.528;2;5.854;1;0.0343;0.000833;0;0.174;0.678;122.372;4;0;0.904
381.626;0;0.653;9;11.334;1;0.0461;0.299;0.00265;0.0627;0.516;156.32;4;0;0.631
220.706;77;0.578;6;3.689;0;0.0548;0.00472;0.0127;0.14;0.877;149.976;4;0;0.926
259.093;78;0.826;1;9.583;1;0.0558;0.441;0.615;0.0964;0.272;119.051;4;0;0.436
167.786;41;0.528;6;12.075;0;0.0482;0.0198;0.000384;0.0766;0.97;206.361;4;0;0.445
197.875;61;0.686;0;6.245;0;0.131;0.329;0;0.136;0.699;124.206;4;0;0.693
205.725;23;0.713;8;10.607;1;0.0329;0.0648;0.0158;0.0814;0.532;100.22;4;0;0.534
204.013;23;0.4;0;8.769;1;0.0349;0.845;0.0000224;0.108;0.311;95.739;4;1;0.335
216.466;23;0.579;1;12.421;0;0.0553;0.121;0.00000362;0.0673;0.616;129.537;4;0;0.654
221.226;70;0.676;5;2.557;1;0.0628;0.0509;0.00000819;0.384;0.731;136.027;4;0;0.948
165.264;86;0.773;5;3.678;0;0.046;0.0206;0;0.0754;0.571;114.071;4;0;0.742
231.693;68;0.504;10;5.446;1;0.0437;0.00628;0;0.0892;0.884;117.999;4;0;0.761
172.733;0;0.669;9;11.503;1;0.0293;0.157;0.00000697;0.095;0.966;132.955;4;0;0.514
224.773;69;0.743;1;3.78;1;0.0364;0.0435;0;0.309;0.899;144.062;4;0;0.807
233.333;39;0.565;9;7.994;1;0.0721;0.00645;0.0863;0.0907;0.345;101.718;4;0;0.892
256.493;72;0.681;0;10.911;1;0.0333;0.0182;0.17;0.337;0.963;123.009;4;0;0.716
274.48;0;0.399;5;12.763;1;0.0309;0.786;0;0.0948;0.117;136.713;4;0;0.206
217.44;0;0.505;2;4.286;1;0.077;0.0572;0;0.11;0.772;173.999;4;0;0.799
250.626;82;0.378;10;5.576;1;0.075;0.02;0.0000766;0.0849;0.735;184.086;4;0;0.638
159.853;5;0.676;4;6.603;1;0.0381;0.331;0.136;0.27;0.974;131.649;4;0;0.694
240.72;13;0.505;0;4.35;1;0.0363;0.157;0;0.145;0.631;131.704;4;0;0.704
204.533;74;0.453;1;8.212;1;0.0638;0.449;0;0.19;0.516;122.973;4;0;0.538
196.16;83;0.794;1;4.862;0;0.0407;0.237;0.0000114;0.203;0.871;107.657;4;0;0.832
201.64;62;0.698;7;7.629;1;0.0288;0.173;0.00000916;0.0768;0.899;103.026;4;0;0.701
204.933;64;0.693;0;3.035;1;0.0298;0.0542;0.0000687;0.231;0.795;123.989;4;0;0.913
216.896;1;0.768;7;4.323;0;0.0312;0.186;0.000038;0.104;0.418;104.992;4;0;0.517
215.032;50;0.697;2;3.157;1;0.115;0.258;0;0.263;0.806;161.96;4;0;0.932
228.482;83;0.597;8;6.658;1;0.0418;0.223;0;0.382;0.537;178.765;3;0;0.45
240.693;7;0.647;8;10.05;1;0.0593;0.0655;0;0.398;0.387;79.974;4;0;0.514
212.066;76;0.395;8;4.476;1;0.0374;0.00483;0;0.0404;0.481;112.423;4;0;0.843
313.026;75;0.479;7;8.806;1;0.0318;0.0832;0.00142;0.11;0.669;124.966;4;0;0.601
124.6;0;0.722;2;4.364;1;0.0298;0.682;0;0.304;0.973;130.738;4;0;0.85
144.875;2;0.728;4;9.354;0;0.0277;0.703;0.000216;0.0913;0.884;133.983;4;0;0.734
111.826;0;0.491;0;13.492;1;0.0363;0.112;0.00564;0.19;0.686;78.009;4;0;0.591
219.826;56;0.792;0;15.366;1;0.149;0.202;0.00429;0.221;0.968;144.15;4;0;0.747
132.306;66;0.567;6;5.894;1;0.0371;0.418;0;0.108;0.895;150.106;4;0;0.821
226.506;53;0.601;3;5.098;1;0.0285;0.14;0;0.107;0.295;149.903;4;0;0.617
189.586;0;0.961;8;6.874;1;0.0678;0.309;0.000199;0.354;0.95;120.006;4;0;0.9
340.92;79;0.663;10;8.627;0;0.171;0.0253;0;0.0698;0.525;167.953;4;0;0.694
179.816;0;0.621;0;7.051;1;0.0581;0.0775;0.0000143;0.149;0.966;142.014;4;0;0.817
227.533;38;0.443;9;9.928;1;0.0325;0.00756;0.000143;0.356;0.737;146;4;0;0.693
186.496;92;0.636;9;5.289;1;0.0412;0.0378;0.0446;0.0808;0.306;143.011;4;0;0.869
265.133;65;0.423;5;7.443;1;0.0268;0.641;0.00000124;0.34;0.521;151.972;3;0;0.598
139.186;51;0.502;7;8.679;1;0.0736;0.179;0.00000645;0.551;0.805;157.394;4;0;0.685
167.836;3;0.545;9;11.413;1;0.0311;0.851;0;0.0985;0.372;90.504;4;0;0.266
233;0;0.466;4;12.858;1;0.0608;0.089;0.00000562;0.113;0.587;193.1;4;0;0.438
226;40;0.604;2;6.824;1;0.0389;0.0272;0.0954;0.0411;0.779;117.827;4;1;0.785
212.893;72;0.439;2;12.168;1;0.097;0.262;0.333;0.244;0.54;145.703;4;0;0.734
389.933;0;0.239;1;11.494;1;0.0308;0.106;0.0411;0.0738;0.4;185.723;4;1;0.442
190.373;41;0.692;9;5.098;0;0.177;0.0149;0.0000734;0.112;0.801;138.976;4;0;0.911
239.266;0;0.723;1;3.523;0;0.0608;0.0619;0;0.0945;0.827;94.332;4;0;0.84
253.804;0;0.482;4;3.348;1;0.0754;0.0891;0.00422;0.266;0.594;80.687;4;0;0.883
200.013;0;0.721;11;4.302;1;0.196;0.29;0.00000287;0.503;0.639;127.033;4;0;0.867
273.213;0;0.623;2;8.4;1;0.0271;0.0479;0.759;0.192;0.378;112.024;4;0;0.563
174.919;23;0.459;7;7.153;0;0.0428;0.45;0.000116;0.0923;0.104;84.108;4;0;0.37
182.306;81;0.706;9;6.323;1;0.0708;0.173;0;0.168;0.195;91.031;4;0;0.751
210.88;67;0.678;3;3.607;1;0.0298;0.588;0;0.0954;0.49;107.934;4;0;0.48
176.96;79;0.755;0;8.932;0;0.145;0.316;0;0.25;0.581;94.148;4;0;0.578
204.16;65;0.528;9;10.939;0;0.027;0.614;0;0.549;0.788;95.82;1;0;0.482
181.005;0;0.497;7;7.172;1;0.135;0.00346;0.00000975;0.0796;0.377;181.7;4;0;0.662
199.938;48;0.913;10;4.152;0;0.0707;0.0927;0;0.0492;0.37;94.974;4;0;0.716
204.378;45;0.621;10;2.893;0;0.0325;0.00106;0.0105;0.456;0.668;127.988;4;0;0.935
258.56;72;0.708;7;4.264;1;0.0322;0.0267;0;0.467;0.861;103.035;4;0;0.772
248.16;61;0.988;5;15.012;0;0.0888;0.0755;0.00000188;0.0668;0.929;117.493;4;0;0.633
195.279;9;0.533;1;13.774;0;0.177;0.636;0.0000126;0.117;0.877;134.93;4;0;0.448
293.866;0;0.867;10;14.174;0;0.054;0.0229;0.0314;0.113;0.96;120.868;4;0;0.58
199.52;45;0.672;9;6.428;0;0.0499;0.0216;0.935;0.0749;0.763;130.254;4;0;0.941
243.859;51;0.656;6;6.045;0;0.0616;0.00703;0.00000652;0.0651;0.785;95.008;4;0;0.731
192.466;36;0.684;7;5.007;1;0.043;0.0182;0.00000381;0.0869;0.967;141.992;4;0;0.771
208.186;66;0.344;11;3.675;0;0.116;0.0000848;0;0.293;0.387;167.819;4;0;0.972
198.266;52;0.614;10;5.434;0;0.0774;0.0281;0.00000118;0.137;0.25;84.969;4;0;0.758
237.735;79;0.676;2;5.831;0;0.481;0.0706;0;0.152;0.508;142.037;4;0;0.609
285.133;0;0.377;7;8.039;1;0.0299;0.000894;0.00217;0.0504;0.288;108.736;4;0;0.682
246.24;74;0.523;10;6.58;1;0.027;0.228;0;0.109;0.547;84.09;4;0;0.689
233.746;0;0.762;4;9.931;1;0.363;0.849;0;0.205;0.541;100.084;4;1;0.376
149.297;52;0.631;11;7.257;0;0.0396;0.879;0;0.115;0.0765;79.968;4;0;0.226
188.227;0;0.494;8;7.041;1;0.0359;0.000115;0;0.0904;0.406;139.963;4;0;0.778
122.76;55;0.755;0;9.594;1;0.107;0.657;0;0.226;0.953;106.777;4;0;0.736
189.133;33;0.741;0;2.999;1;0.0619;0.00434;0;0.522;0.891;117.038;4;0;0.706
352.173;57;0.522;1;5.825;1;0.0327;0.00117;0.00167;0.31;0.0783;135.205;4;0;0.803
208.346;35;0.511;0;7.202;1;0.046;0.226;0;0.0609;0.205;60.03;4;0;0.638
268.32;78;0.688;10;5.814;1;0.0493;0.386;0;0.0862;0.743;103.993;4;0;0.853
219.84;40;0.53;2;9.308;1;0.0279;0.574;0.00000192;0.144;0.231;76.959;5;0;0.34
195.996;1;0.781;10;12.846;0;0.107;0.729;0.0000023;0.108;0.321;108.724;4;0;0.334
217.573;1;0.214;2;13.371;1;0.0307;0.915;0;0.136;0.181;100.065;3;0;0.223
234.853;35;0.424;4;4.716;0;0.0416;0.000547;0;0.153;0.353;155.055;4;0;0.88
162.44;10;0.712;2;10.503;1;0.0334;0.605;0;0.113;0.528;122.211;4;0;0.412
263.4;0;0.445;8;5.228;0;0.0301;0.00168;0.00000132;0.0802;0.47;95.481;4;0;0.8
295.957;60;0.564;5;6.763;1;0.0325;0.0109;0.0000668;0.177;0.526;91.989;4;0;0.888
226.706;43;0.425;10;4.754;0;0.0293;0.224;0;0.0878;0.313;171.991;4;0;0.684
251.6;0;0.589;8;7.149;1;0.0323;0.6;0;0.116;0.767;203.995;4;1;0.577
244.97;54;0.851;5;7.479;0;0.208;0.219;0;0.355;0.865;96.608;4;0;0.648
262.521;0;0.597;3;6.83;0;0.0295;0.0685;0.00000372;0.0617;0.271;74.938;4;0;0.531
303.666;48;0.373;7;4.332;1;0.0327;0.000109;0.000077;0.124;0.377;104.899;4;0;0.844
228.878;63;0.397;7;4.862;1;0.043;0.00266;0;0.208;0.358;128.861;4;0;0.725
233.28;0;0.521;2;7.703;1;0.0292;0.844;0.00000136;0.103;0.318;103.955;4;0;0.438
213.24;37;0.704;11;6.515;0;0.0334;0.339;0;0.162;0.606;90.975;4;0;0.645
171.093;29;0.669;5;10.495;1;0.0494;0.0205;0.000224;0.042;0.833;153.778;4;1;0.733
211.066;83;0.759;0;5.745;0;0.0307;0.202;0.000131;0.443;0.907;92.96;4;0;0.699
208.506;68;0.721;11;5.999;1;0.034;0.204;0.0000221;0.0902;0.918;176.104;4;0;0.586
220.626;80;0.808;1;12.521;1;0.0353;0.179;0.0000991;0.158;0.848;114.031;4;0;0.535
232.306;50;0.698;6;4.196;0;0.0377;0.0399;0.0000115;0.3;0.8;127.978;4;0;0.89
190.666;45;0.188;7;7.665;1;0.0453;0.0985;0.00141;0.278;0.411;205.586;3;0;0.61
261.773;0;0.742;1;9.147;1;0.0235;0.241;0.0000041;0.0836;0.644;113.552;4;0;0.542
225.849;32;0.738;7;4.414;0;0.0999;0.132;0.00000964;0.126;0.483;119.041;4;0;0.814
187;74;0.365;2;13.406;1;0.0322;0.735;0;0.104;0.446;79.241;4;0;0.338
235.493;85;0.748;1;7.055;1;0.0334;0.0591;0;0.0863;0.884;120.076;4;0;0.788
276;54;0.74;7;9.658;0;0.0321;0.15;0;0.0664;0.952;101.933;4;0;0.598
235.546;84;0.473;6;4.797;0;0.0561;0.00783;0.0618;0.173;0.808;96.556;4;0;0.898
159.813;46;0.544;11;10.8;0;0.0753;0.79;0.00000385;0.363;0.559;78.227;4;0;0.567
225.983;83;0.818;1;4.282;1;0.0797;0.034;0;0.153;0.632;106.97;4;0;0.803
289.133;85;0.743;0;6.375;1;0.0265;0.0873;0;0.509;0.61;127.96;4;0;0.766
203.866;0;0.635;6;2.496;1;0.098;0.0238;0.00000123;0.0928;0.539;124.938;4;0;0.848
137.173;43;0.658;0;6.787;1;0.137;0.659;0;0.174;0.825;98.49;4;0;0.647
242.066;49;0.818;2;10.666;0;0.0716;0.377;0;0.131;0.896;120.368;4;0;0.528
231.663;65;0.574;0;4.741;1;0.0781;0.357;0;0.158;0.368;136.046;3;0;0.612
248.413;85;0.794;6;8.966;0;0.038;0.0426;0.00000107;0.101;0.862;116.047;4;0;0.811
203.013;43;0.563;7;8.161;1;0.0301;0.322;0.00000847;0.468;0.732;81.092;4;0;0.665
189.671;76;0.733;7;3.597;1;0.0295;0.0514;0.00199;0.287;0.811;124.01;4;0;0.96
199.906;84;0.584;1;5.941;0;0.0343;0.0462;0.828;0.309;0.464;126.04;4;0;0.889
237.893;81;0.787;11;4.583;0;0.159;0.264;0.00000335;0.0904;0.779;110.962;4;0;0.673
190.96;82;0.759;9;6.039;0;0.0287;0.037;0;0.0945;0.75;116.947;4;0;0.54
214.819;0;0.75;2;5.803;1;0.0328;0.0494;0.00369;0.04;0.973;124.017;4;0;0.902
246.32;2;0.692;7;3.974;1;0.0492;0.000136;0.0000198;0.515;0.692;96.814;4;0;0.833
208.121;0;0.486;6;3.211;0;0.0517;0.00877;0;0.11;0.423;97.146;4;1;0.802
224.36;55;0.524;1;3.447;0;0.406;0.197;0;0.101;0.45;115.172;4;0;0.806
230.2;75;0.771;1;4.639;1;0.0567;0.00543;0.00157;0.0537;0.683;88.997;4;0;0.685
249.973;0;0.696;5;8.837;1;0.0695;0.0579;0.00293;0.0944;0.792;128.484;4;0;0.636
292.093;53;0.534;0;4.945;0;0.14;0.0138;0;0.709;0.557;154.072;4;0;0.925
260.4;46;0.607;7;10.168;1;0.0358;0.162;0.0677;0.114;0.54;95.701;4;0;0.626
323;79;0.482;7;5.735;1;0.032;0.00321;0.0000888;0.446;0.793;126.755;4;0;0.786
163.786;17;0.353;4;13.497;1;0.0345;0.498;0;0.0857;0.475;110.045;4;0;0.362
193.933;67;0.4;4;7.305;1;0.0407;0.0387;0.000054;0.109;0.324;158.459;4;0;0.805
273.56;43;0.75;9;7.505;1;0.0319;0.713;0.00318;0.0986;0.51;130.024;4;0;0.58
156.28;31;0.58;6;6.965;0;0.0273;0.102;0.000213;0.183;0.866;80.54;4;0;0.776
213.136;14;0.521;2;6.83;1;0.0286;0.00285;0;0.347;0.48;125.028;4;1;0.675
173.866;26;0.205;0;3.385;1;0.0721;0.0000193;0.00000262;0.363;0.254;167.67;4;0;0.943
240.066;47;0.645;0;6.731;1;0.028;0.00252;0.000034;0.15;0.46;123.471;4;0;0.801
227.631;45;0.556;9;6.274;1;0.0325;0.307;0;0.0956;0.298;144.979;4;0;0.588
310.573;56;0.755;9;3.152;1;0.0893;0.0451;0.0373;0.363;0.959;145.042;4;0;0.901
320.333;45;0.754;9;6.058;0;0.0656;0.0158;0.000405;0.0611;0.954;128.925;4;0;0.724
307.933;66;0.877;10;14.933;0;0.0546;0.04;0.000406;0.182;0.97;131.103;4;0;0.422
338.8;68;0.629;4;11.856;1;0.027;0.513;0.00000206;0.0755;0.359;97.074;4;0;0.581
251.986;45;0.484;10;2.746;0;0.0416;0.00137;0.00382;0.331;0.92;122.948;4;0;0.971
182.56;58;0.516;8;12.609;1;0.184;0.596;0;0.106;0.455;173.934;4;0;0.457
235.373;54;0.839;1;13.712;1;0.108;0.346;0.0138;0.314;0.668;103.799;4;0;0.623
324.76;0;0.591;2;4.84;0;0.0557;0.0215;0;0.122;0.672;101.548;4;0;0.931
173.026;84;0.768;11;6.145;1;0.0324;0.101;0;0.162;0.891;110.008;4;0;0.864
266.173;0;0.378;2;10.652;1;0.249;0.554;0;0.154;0.649;172.866;3;1;0.664
173.693;67;0.662;1;4.764;0;0.0449;0.0506;0;0.0508;0.967;149.941;4;0;0.908
220.573;79;0.583;9;5.336;1;0.0423;0.0141;0;0.0527;0.224;104.879;4;0;0.695
175.2;78;0.505;3;3.015;1;0.0321;0.19;0.00025;0.329;0.428;89.938;4;0;0.71
180.8;35;0.714;4;9.572;1;0.103;0.155;0.0000158;0.0849;0.581;126.575;4;0;0.781
360;0;0.605;5;10.571;1;0.0284;0.497;0.00533;0.141;0.422;87.469;4;0;0.455
255.733;77;0.497;6;9.397;1;0.0266;0.0613;0;0.411;0.547;95.769;4;0;0.719
183.6;12;0.588;2;5.394;1;0.0247;0.0326;0;0.109;0.391;99.984;4;0;0.753
158.266;35;0.654;6;3.936;0;0.127;0.298;0.00000104;0.162;0.838;159.434;4;0;0.862
184.103;60;0.57;11;2.049;0;0.0625;0.0407;0;0.677;0.563;125.003;4;0;0.89
269;0;0.671;9;5.963;0;0.0283;0.0879;0;0.0971;0.801;125.429;4;0;0.849
249.16;40;0.674;0;7.473;1;0.0727;0.116;0.00524;0.0805;0.595;107.888;4;0;0.844
266.04;67;0.576;9;5.617;1;0.0383;0.041;0;0.0587;0.717;94.853;4;0;0.659
267.08;0;0.835;6;5.582;0;0.0643;0.0336;0.0000692;0.0535;0.542;122.668;4;0;0.669
187.213;79;0.699;2;7.564;1;0.0289;0.13;0.000218;0.0601;0.728;120.745;4;0;0.641
200.186;0;0.658;2;2.063;1;0.0543;0.0629;0;0.0969;0.936;126.015;4;0;0.837
224.026;65;0.669;8;10.136;1;0.0345;0.245;0.00535;0.126;0.634;104.812;4;0;0.52
150.133;37;0.562;10;11.303;1;0.032;0.777;0.0000525;0.12;0.479;115.2;3;0;0.381
190.173;73;0.62;1;3.685;1;0.0374;0.00043;0;0.0686;0.609;106.22;4;0;0.93
288.906;44;0.581;5;5.03;0;0.0799;0.172;0.0000748;0.0581;0.952;80.575;4;0;0.833
201.386;65;0.697;6;5.843;1;0.0912;0.00578;0;0.314;0.832;128.018;4;0;0.835
220.493;0;0.431;7;6.467;1;0.0465;0.00593;0.0000595;0.0983;0.305;98.624;4;0;0.902
257.826;42;0.753;1;3.782;1;0.259;0.0126;0.00137;0.114;0.684;129.923;4;0;0.881
220.706;76;0.546;9;7.189;1;0.0579;0.0819;0.0000142;0.0768;0.494;174.089;4;0;0.895
279.506;0;0.794;6;6.127;0;0.0615;0.00158;0.000095;0.0773;0.402;127.997;4;0;0.603
153.444;13;0.698;9;10.782;1;0.0303;0.721;0;0.056;0.97;117.453;4;0;0.512
275.986;69;0.581;1;4.566;1;0.141;0.0101;0;0.0522;0.549;174.013;4;0;0.827
187.666;0;0.246;10;16.806;0;0.0349;0.892;0.0062;0.0993;0.244;83.178;4;0;0.283
293.653;0;0.708;11;11.285;1;0.255;0.108;0;0.12;0.341;82.952;4;0;0.502
194.275;38;0.685;10;3.437;0;0.0444;0.3;0;0.164;0.467;137.934;4;0;0.848
216.053;0;0.507;2;6.137;1;0.0379;0.0191;0;0.08;0.704;139.136;4;0;0.843
138.64;52;0.554;1;15.846;1;0.0379;0.909;0.00144;0.11;0.2;81.181;3;1;0.186
200.626;49;0.767;7;8.548;1;0.0766;0.0866;0;0.0684;0.858;147.423;4;0;0.811
234;0;0.871;5;4.932;0;0.0464;0.126;0.000115;0.0638;0.635;125.999;4;0;0.597
245.2;79;0.633;5;9.366;0;0.0264;0.105;0;0.133;0.674;104.938;4;0;0.357
253.39;82;0.816;5;3.998;0;0.129;0.099;0;0.372;0.65;136.048;4;0;0.726
220.8;0;0.574;8;4.312;0;0.0335;0.0254;0;0.0952;0.159;120.033;4;0;0.721
219.12;72;0.761;5;7.577;0;0.0539;0.0359;0;0.0945;0.922;164.088;4;0;0.639
218.32;58;0.871;0;7.896;0;0.0675;0.22;0.000725;0.0894;0.967;115.149;4;0;0.736
298.933;40;0.629;10;13.123;0;0.055;0.72;0.00314;0.0604;0.197;108.375;4;0;0.547
232.44;42;0.512;9;3.756;1;0.148;0.0119;0.0191;0.0646;0.85;169.222;4;1;0.946
186.689;78;0.628;8;2.43;1;0.0538;0.0217;0.00157;0.336;0.349;125.982;4;0;0.967
215.333;62;0.669;2;12.36;1;0.0972;0.432;0;0.208;0.739;120.071;4;0;0.535
218.066;30;0.629;4;6.705;0;0.0932;0.00854;0.000385;0.413;0.562;117.992;4;0;0.853
306.56;74;0.833;7;5.595;1;0.0538;0.111;0.0000213;0.159;0.901;109.92;4;0;0.619
186.6;54;0.464;1;7.286;1;0.104;0.00996;0.0078;0.32;0.588;94.438;4;0;0.754
207.04;32;0.644;1;3.127;1;0.162;0.0242;0.0482;0.101;0.552;126.004;4;0;0.902
357.266;73;0.773;11;4.913;1;0.0747;0.0855;0.000187;0.914;0.813;118.459;4;0;0.859
252.973;72;0.606;0;7.228;0;0.087;0.0756;0;0.328;0.477;95.802;4;0;0.591
393.733;0;0.518;1;8.692;1;0.0273;0.0665;0.0000124;0.0792;0.247;131.214;4;0;0.47
201.16;44;0.678;10;9.839;1;0.0339;0.28;0;0.0638;0.943;152.745;4;0;0.608
184.226;78;0.655;1;4.789;1;0.185;0.375;0;0.317;0.832;79.427;4;1;0.782
324.666;68;0.735;10;7.522;0;0.072;0.052;0.00102;0.345;0.551;104.444;4;0;0.64
296.466;54;0.94;1;9.982;1;0.0358;0.124;0.00021;0.0808;0.969;110.8;4;0;0.727
172.723;2;0.479;0;6.517;1;0.0389;0.568;0.000217;0.11;0.186;85.014;4;0;0.419
231.853;0;0.57;4;5.772;0;0.0267;0.137;0.0000174;0.0724;0.142;125.218;4;0;0.526
142.906;34;0.5;4;15.735;1;0.039;0.497;0;0.101;0.646;177.489;3;0;0.319
190.026;19;0.672;0;7.348;1;0.0418;0.692;0;0.122;0.666;94.008;4;0;0.591
216.239;63;0.603;2;4.381;1;0.0646;0.452;0;0.0545;0.354;111.989;4;0;0.554
238.4;39;0.75;1;7.651;1;0.0368;0.000312;0.0499;0.673;0.647;123.013;4;0;0.695
354.066;50;0.758;2;15.1;1;0.179;0.00445;0.0417;0.0627;0.636;166.401;4;0;0.287
207.719;80;0.775;0;5.508;0;0.0629;0.00906;0;0.109;0.656;114.025;4;0;0.68
223.133;0;0.713;5;7.834;0;0.036;0.0739;0.00173;0.114;0.898;104.299;4;0;0.861
239.106;49;0.633;5;13.574;1;0.0325;0.193;0.000307;0.296;0.865;98.149;4;0;0.714
201.66;78;0.752;6;7.05;1;0.0705;0.297;0.00000911;0.0936;0.533;136.041;4;1;0.488
264.28;75;0.69;5;11.522;0;0.0336;0.000232;0.739;0.095;0.799;127.808;4;0;0.805
201.882;77;0.487;0;5.664;0;0.0555;0.36;0;0.1;0.173;131.798;4;0;0.534
287.546;0;0.334;7;13.641;1;0.0275;0.886;0.00000204;0.137;0.205;154.275;4;0;0.219
225.88;46;0.561;0;4.587;1;0.0526;0.00488;0.00000199;0.301;0.788;143.221;4;0;0.839
144.133;36;0.565;4;5.554;0;0.0565;0.455;0.00000326;0.439;0.972;79.093;4;0;0.932
261.866;70;0.656;7;7.055;0;0.0348;0.0665;0.00272;0.168;0.708;184.374;4;0;0.479
221.075;76;0.66;4;2.671;0;0.0337;0.0884;0;0.0922;0.427;127.98;4;0;0.689
239.316;0;0.679;5;5.811;1;0.0352;0.545;0.0000336;0.0772;0.506;81.994;4;0;0.487
261.279;77;0.487;7;10.889;1;0.0309;0.0422;0.00000474;0.411;0.714;116.557;4;0;0.382
280.275;43;0.575;4;5.747;1;0.0365;0.0533;0;0.0979;0.295;107.946;4;0;0.638
209.493;67;0.675;0;9.87;0;0.0278;0.633;0.0000176;0.088;0.454;81.998;4;0;0.479
276.173;67;0.67;5;4.905;0;0.0536;0.0127;0.00302;0.109;0.736;126.968;4;0;0.876
160.84;34;0.53;11;4.384;1;0.0713;0.00445;0;0.189;0.593;142.17;4;0;0.816
195.546;0;0.544;3;3.401;1;0.0276;0.439;0;0.348;0.455;103.971;4;0;0.745
243.92;0;0.523;0;6.994;1;0.104;0.389;0.000134;0.815;0.313;117.265;4;0;0.93
193.893;23;0.64;9;7.902;1;0.0299;0.0646;0;0.375;0.951;111.87;4;0;0.602
278.12;0;0.676;4;15.067;0;0.0257;0.0769;0.000301;0.372;0.649;109.051;4;1;0.393
290.906;55;0.533;3;5.106;0;0.117;0.0631;0.000109;0.0684;0.569;89.989;4;0;0.749
328;52;0.837;1;7.019;1;0.0554;0.0301;0.0000537;0.0604;0.825;124.021;4;0;0.449
194.848;87;0.777;2;6.221;1;0.0645;0.302;0;0.105;0.389;107.071;4;0;0.526
234.693;0;0.616;7;5.18;0;0.0973;0.00117;0;0.179;0.569;127.992;4;0;0.862
186.333;59;0.682;2;10.38;1;0.0293;0.372;0.00000681;0.164;0.83;121.63;4;0;0.616
176.574;26;0.495;10;7.945;1;0.0889;0.185;0;0.51;0.431;77.58;4;0;0.478
198.774;0;0.649;11;3.512;1;0.0787;0.00366;0.00000186;0.0576;0.399;115;4;0;0.933
209.52;74;0.578;2;6.607;1;0.0512;0.163;0.00000136;0.0583;0.932;167.026;4;0;0.836
202.346;0;0.571;7;5.467;1;0.081;0.0523;0;0.299;0.358;175.962;4;0;0.697
239.693;64;0.824;5;7.12;0;0.0291;0.124;0;0.113;0.654;130.717;4;0;0.506
204.573;45;0.535;11;5.045;0;0.0575;0.000572;0;0.19;0.72;141.871;4;0;0.913
165.026;0;0.66;8;2.328;0;0.0378;0.0442;0.0000124;0.186;0.673;127.997;4;0;0.947
254.986;33;0.64;4;8.536;1;0.0284;0.468;0;0.115;0.71;84.031;4;0;0.628
219.866;61;0.54;7;9.412;1;0.045;0.13;0.00000873;0.0976;0.826;163.809;4;0;0.746
166.466;62;0.35;2;9.502;1;0.0258;0.758;0.00000821;0.104;0.162;96.685;4;0;0.293
183.84;42;0.728;0;4.528;1;0.0966;0.00121;0;0.113;0.609;96;4;0;0.885
197.494;59;0.763;1;4.029;0;0.1;0.401;0.0000116;0.375;0.602;120.06;4;0;0.671
178.04;46;0.368;1;8.067;0;0.26;0.024;0.000611;0.194;0.527;142.216;4;0;0.891
216.773;0;0.677;1;4.448;0;0.0418;0.182;0;0.0826;0.764;97.012;4;0;0.89
167.853;45;0.615;0;12.797;1;0.0383;0.586;0.00000221;0.191;0.488;122.815;4;0;0.488
306.333;59;0.822;11;5.798;0;0.0989;0.0291;0.325;0.252;0.568;163.826;4;0;0.922
198.866;55;0.299;0;7.93;0;0.069;0.14;0;0.292;0.716;94.798;4;0;0.787
188.986;83;0.743;2;6.465;1;0.116;0.0804;0;0.384;0.82;113.375;4;0;0.836
218.72;0;0.671;1;4.564;1;0.0797;0.043;0.000164;0.219;0.501;123.005;4;0;0.785
221.933;0;0.842;4;6.255;0;0.0417;0.083;0.0000105;0.12;0.861;124.287;4;0;0.823
202.066;40;0.684;6;7.534;1;0.0378;0.494;0.00000148;0.321;0.726;79.946;4;0;0.505
242.146;45;0.667;1;5.285;0;0.0323;0.415;0.000491;0.072;0.241;111.945;4;0;0.701
198.92;34;0.636;5;10.281;0;0.236;0.029;0.00597;0.152;0.311;84.922;4;0;0.536
176.658;89;0.527;6;5.298;1;0.0433;0.0166;0;0.249;0.654;125.983;4;1;0.835
